flight.identification.id,flight.identification.row,flight.identification.number.default,flight.identification.number.alternative,flight.identification.callsign,flight.identification.codeshare,flight.status.live,flight.status.text,flight.status.icon,flight.status.estimated,flight.status.ambiguous,flight.status.generic.status.text,flight.status.generic.status.type,flight.status.generic.status.color,flight.status.generic.status.diverted,flight.status.generic.eventTime.utc,flight.status.generic.eventTime.local,flight.aircraft.model.code,flight.aircraft.model.text,flight.aircraft.registration,flight.aircraft.country.id,flight.aircraft.country.name,flight.aircraft.country.alpha2,flight.aircraft.country.alpha3,flight.aircraft.hex,flight.aircraft.restricted,flight.aircraft.serialNo,flight.aircraft.age.availability,flight.aircraft.availability.serialNo,flight.aircraft.availability.age,flight.owner.name,flight.owner.code.iata,flight.owner.code.icao,flight.owner.logo,flight.airline.name,flight.airline.code.iata,flight.airline.code.icao,flight.airline.short,flight.airport.origin.code.iata,flight.airport.origin.code.icao,flight.airport.origin.timezone.name,flight.airport.origin.timezone.offset,flight.airport.origin.timezone.abbr,flight.airport.origin.timezone.abbrName,flight.airport.origin.timezone.isDst,flight.airport.origin.info.terminal,flight.airport.origin.info.baggage,flight.airport.origin.info.gate,flight.airport.origin.name,flight.airport.origin.position.latitude,flight.airport.origin.position.longitude,flight.airport.origin.position.country.name,flight.airport.origin.position.country.code,flight.airport.origin.position.country.id,flight.airport.origin.position.region.city,flight.airport.origin.visible,flight.airport.destination.timezone.name,flight.airport.destination.timezone.offset,flight.airport.destination.timezone.abbr,flight.airport.destination.timezone.abbrName,flight.airport.destination.timezone.isDst,flight.airport.destination.info.terminal,flight.airport.destination.info.baggage,flight.airport.destination.info.gate,flight.airport.real,flight.time.scheduled.departure,flight.time.scheduled.arrival,flight.time.real.departure,flight.time.real.arrival,flight.time.estimated.departure,flight.time.estimated.arrival,flight.time.other.eta,flight.time.other.duration,flight.aircraft.images,flight.owner,flight.airline,final_time
,5444554383,LO771,,,['LY9731'],False,Scheduled,,,False,scheduled,arrival,gray,,,,E90,,,,,,,,,,,,,,,,,LOT,LO,LOT,LOT,WAW,EPWA,Europe/Warsaw,3600,CET,Central European Time,False,,,,Warsaw Chopin Airport,52.165749,20.967119,Poland,PL,176,Warsaw,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702033200,1702037100,,,,,,,,,,2023-12-08 14:05:00
,5444505140,FR3466,,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,LTN,EGGW,Europe/London,0,GMT,Greenwich Mean Time,False,,,,London Luton Airport,51.874722,-0.36833,United Kingdom,GB,235,London,True,Europe/Vilnius,7200,EET,Eastern European Time,False,C,,,,1702027800,1702037400,,,1702027800.0,,,,,,,2023-12-08 14:10:00
,5444548020,LH886,,,"['A31460', 'AC9507', 'EY4190', 'NH6120', 'SN7093', 'UA9118']",False,Scheduled,,,False,scheduled,arrival,gray,,,,321,,,,,,,,,,,,,,,,,Lufthansa,LH,DLH,Lufthansa,FRA,EDDF,Europe/Berlin,3600,CET,Central European Time,False,1,,,Frankfurt Airport,50.037796,8.555783,Germany,DE,83,Frankfurt,True,Europe/Vilnius,7200,EET,Eastern European Time,False,C,,,,1702030500,1702038000,,,,,,,,,,2023-12-08 14:20:00
,5444682422,W68064,,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,320,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,BCN,LEBL,Europe/Madrid,3600,CET,Central European Time,False,2,,,Barcelona El Prat Airport,41.29707,2.078463,Spain,ES,209,Barcelona,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702025700,1702038900,,,,,,,,,,2023-12-08 14:35:00
,5444460505,BT345,,,['AF7977'],False,Scheduled,,,False,scheduled,arrival,gray,,,,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,RIX,EVRA,Europe/Riga,7200,EET,Eastern European Time,False,,,,Riga International Airport,56.923611,23.971109,Latvia,LV,121,Riga,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702036200,1702039200,,,,,,,,,,2023-12-08 14:40:00
,5444682416,W68044,,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,32Q,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,LCA,LCLK,Asia/Nicosia,7200,EET,Eastern European Time,False,,,,Larnaca International Airport,34.875111,33.624851,Cyprus,CY,58,Larnaca,True,Europe/Vilnius,7200,EET,Eastern European Time,False,C,,,,1702025100,1702039800,,,,,,,,,,2023-12-08 14:50:00
,5444622705,SK1742,EE1742,SAS34J,"['AC9934', 'FI7409', 'OU5698']",False,Scheduled,,,False,scheduled,arrival,gray,,,,CRJ9,Mitsubishi CRJ-900LR,ES-ACJ,70.0,Estonia,EE,EST,5110E1,False,,True,True,True,Xfly,EE,EST,s3:EE_EST.png,SAS,SK,SAS,SAS,CPH,EKCH,Europe/Copenhagen,3600,CET,Central European Time,False,3,,,Copenhagen Airport,55.616959,12.645637,Denmark,DK,61,Copenhagen,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702035600,1702041000,,,1702036200.0,,,,,,,2023-12-08 15:10:00
,5444865463,LO779,,,['TP7109'],False,Scheduled,,,False,scheduled,arrival,gray,,,,E90,,,,,,,,,,,,,,,,,LOT,LO,LOT,LOT,WAW,EPWA,Europe/Warsaw,3600,CET,Central European Time,False,,,,Warsaw Chopin Airport,52.165749,20.967119,Poland,PL,176,Warsaw,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702041000,1702044900,,,,,,,,,,2023-12-08 16:15:00
,5444504302,FR1502,RR1502,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,OSL,ENGM,Europe/Oslo,3600,CET,Central European Time,False,,,,Oslo Gardermoen Airport,60.193909,11.10036,Norway,NO,165,Oslo,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702038900,1702045800,,,1702038900.0,,,,,,,2023-12-08 16:30:00
,5444621644,SK740,EE740,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,CR9,,,,,,,,,,,,,,,,,SAS,SK,SAS,SAS,ARN,ESSA,Europe/Stockholm,3600,CET,Central European Time,False,5,,,Stockholm Arlanda Airport,59.653545,17.939816,Sweden,SE,215,Stockholm,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702044000,1702049100,,,,,,,,,,2023-12-08 17:25:00
,5444504896,FR2872,MAY2872,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,7M8,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,BGY,LIME,Europe/Rome,3600,CET,Central European Time,False,,,,Milan Bergamo Orio al Serio International Airport,45.668304,9.704209,Italy,IT,109,Milan,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702040400,1702049400,,,1702040400.0,,,,,,,2023-12-08 17:30:00
,5444506196,FR6872,MAY6872,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,FCO,LIRF,Europe/Rome,3600,CET,Central European Time,False,1,,,Rome Leonardo da Vinci Fiumicino Airport,41.80447,12.25079,Italy,IT,109,Rome,True,Europe/Vilnius,7200,EET,Eastern European Time,False,C,,,,1702039200,1702049700,,,1702039200.0,,,,,,,2023-12-08 17:35:00
,5444450964,AY1105,N71105,,"['AA8980', 'BA6063', 'IB371', 'JL6873', 'QR6151', 'TK8788']",False,Scheduled,,,False,scheduled,arrival,gray,,,,AT75,ATR 72-500,OH-ATM,75.0,Finland,FI,FIN,4601FA,False,,True,True,True,NORRA,N7,FCM,s3:FC_FCM.png,Finnair,AY,FIN,Finnair,HEL,EFHK,Europe/Helsinki,7200,EET,Eastern European Time,False,,,,Helsinki Vantaa Airport,60.325657,24.968779,Finland,FI,75,Helsinki,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702046100,1702052100,,,,,,,,,,2023-12-08 18:15:00
,5444505494,FR4479,RR4479,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,NUE,EDDN,Europe/Berlin,3600,CET,Central European Time,False,,,,Nuremberg Airport,49.498699,11.06689,Germany,DE,83,Nuremberg,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702045800,1702052700,,,,,,,,,,2023-12-08 18:25:00
,5444554388,LO775,,,['LY9733'],False,Scheduled,,,False,scheduled,arrival,gray,,,,E90,,,,,,,,,,,,,,,,,LOT,LO,LOT,LOT,WAW,EPWA,Europe/Warsaw,3600,CET,Central European Time,False,,,,Warsaw Chopin Airport,52.165749,20.967119,Poland,PL,176,Warsaw,True,Europe/Vilnius,7200,EET,Eastern European Time,False,C,,,,1702049100,1702053000,,,,,,,,,,2023-12-08 18:30:00
,5444682395,W68026,,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,320,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,EIN,EHEH,Europe/Amsterdam,3600,CET,Central European Time,False,,,,Eindhoven Airport,51.45013,5.374528,Netherlands,NL,155,Eindhoven,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702046400,1702054500,,,,,,,,,,2023-12-08 18:55:00
,5444888659,TK1409,,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,7M8,,,,,,,,,,,,,,,,,Turkish Airlines,TK,THY,Turkish Airlines,IST,LTFM,Europe/Istanbul,10800,+03,,False,,,,Istanbul Airport,41.267052,28.729757,Turkey,TR,228,Istanbul,True,Europe/Vilnius,7200,EET,Eastern European Time,False,C,,,,1702044300,1702055100,,,1702044300.0,,,,,,,2023-12-08 19:05:00
,5444460522,BT347,,,"['A33222', 'AZ4091', 'EK3505']",False,Scheduled,,,False,scheduled,arrival,gray,,,,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,RIX,EVRA,Europe/Riga,7200,EET,Eastern European Time,False,,,,Riga International Airport,56.923611,23.971109,Latvia,LV,121,Riga,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702057800,1702060800,,,,,,,,,,2023-12-08 20:40:00
,5444450963,AY1107,N71107,,['QR6142'],False,Scheduled,,,False,scheduled,arrival,gray,,,,AT75,ATR 72-500,OH-ATN,75.0,Finland,FI,FIN,4601FB,False,,True,True,True,NORRA,N7,FCM,s3:FC_FCM.png,Finnair,AY,FIN,Finnair,HEL,EFHK,Europe/Helsinki,7200,EET,Eastern European Time,False,,,,Helsinki Vantaa Airport,60.325657,24.968779,Finland,FI,75,Helsinki,True,Europe/Vilnius,7200,EET,Eastern European Time,False,C,,,,1702055400,1702061400,,,,,,,,,,2023-12-08 20:50:00
,5447282839,X98002,,NVD8002,,False,Scheduled,,,False,scheduled,arrival,gray,,,,A320,Airbus A320-232,LY-NVM,127.0,Lithuania,LT,LTU,503CFC,False,,True,True,True,Avion Express,X9,NVD,s3:X9_NVD.png,Avion Express,X9,NVD,Avion Express,TFS,GCTS,Atlantic/Canary,0,WET,Western European Time,False,,,,Tenerife South Airport,28.04447,-16.572399,Spain,ES,209,Tenerife,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702038600,1702061400,,,1702039200.0,,,,,,,2023-12-08 20:50:00
,5444911063,W68032,,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,320,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,DTM,EDLW,Europe/Berlin,3600,CET,Central European Time,False,,,,Dortmund Airport,51.518311,7.612242,Germany,DE,83,Dortmund,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702054800,1702062300,,,,,,,,,,2023-12-08 21:05:00
,5444910460,W2302,X9302,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,320,,,,,,,,,,,,,,,,,Flexflight,W2,FXT,Flexflight,TFS,GCTS,Atlantic/Canary,0,WET,Western European Time,False,,,,Tenerife South Airport,28.04447,-16.572399,Spain,ES,209,Tenerife,True,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,,1702040100,1702062900,,,,,,,,,,2023-12-08 21:15:00
,5444622709,SK1740,EE1740,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,CR9,,,,,,,,,,,,,,,,,SAS,SK,SAS,SAS,ARN,ESSA,Europe/Stockholm,3600,CET,Central European Time,False,5,,,Stockholm Arlanda Airport,59.653545,17.939816,Sweden,SE,215,Stockholm,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702058700,1702063800,,,,,,,,,,2023-12-08 21:30:00
,5444460723,BT966,,,['AF7986'],False,Scheduled,,,False,scheduled,arrival,gray,,,,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,CDG,LFPG,Europe/Paris,3600,CET,Central European Time,False,2B,,,Paris Charles de Gaulle Airport,49.012516,2.555752,France,FR,76,Paris,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702055100,1702064700,,,,,,,,,,2023-12-08 21:45:00
,5444460734,BT984,,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,TFS,GCTS,Atlantic/Canary,0,WET,Western European Time,False,,,,Tenerife South Airport,28.04447,-16.572399,Spain,ES,209,Tenerife,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702043100,1702065300,,,,,,,,,,2023-12-08 21:55:00
,5444504337,FR1570,RR1570,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,BER,EDDB,Europe/Berlin,3600,CET,Central European Time,False,2,,,Berlin Brandenburg Airport,52.362877,13.503722,Germany,DE,83,Berlin,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702061700,1702067400,,,,,,,,,,2023-12-08 22:30:00
,5444865433,LO274,,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,E90,,,,,,,,,,,,,,,,,LOT,LO,LOT,LOT,LCY,EGLC,Europe/London,0,GMT,Greenwich Mean Time,False,,,,London City Airport,51.505268,0.055278,United Kingdom,GB,235,London,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702060200,1702070100,,,,,,,,,,2023-12-08 23:15:00
,5444503850,FR543,RR543,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,STN,EGSS,Europe/London,0,GMT,Greenwich Mean Time,False,1,,,London Stansted Airport,51.884998,0.235,United Kingdom,GB,235,London,True,Europe/Vilnius,7200,EET,Eastern European Time,False,C,,,,1702061100,1702070700,,,,,,,,,,2023-12-08 23:25:00
,5444884742,SK742,EE742,,"['FI7520', 'LG1847']",False,Scheduled,,,False,scheduled,arrival,gray,,,,CR9,,,,,,,,,,,,,,,,,SAS,SK,SAS,SAS,CPH,EKCH,Europe/Copenhagen,3600,CET,Central European Time,False,3,,,Copenhagen Airport,55.616959,12.645637,Denmark,DK,61,Copenhagen,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702065900,1702071300,,,,,,,,,,2023-12-08 23:35:00
,5444548034,LH888,,,"['A31466', 'NH6121', 'SN7085', 'EY4166']",False,Scheduled,,,False,scheduled,arrival,gray,,,,321,,,,,,,,,,,,,,,,,Lufthansa,LH,DLH,Lufthansa,FRA,EDDF,Europe/Berlin,3600,CET,Central European Time,False,1,,,Frankfurt Airport,50.037796,8.555783,Germany,DE,83,Frankfurt,True,Europe/Vilnius,7200,EET,Eastern European Time,False,C,,,,1702064400,1702071900,,,,,,,,,,2023-12-08 23:45:00
,5444460527,BT349,,,"['AF7980', 'TP6408']",False,Scheduled,,,False,scheduled,arrival,gray,,,,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,RIX,EVRA,Europe/Riga,7200,EET,Eastern European Time,False,,,,Riga International Airport,56.923611,23.971109,Latvia,LV,121,Riga,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702070100,1702072740,,,,,,,,,,2023-12-08 23:59:00
,5444682405,W68046,,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,32Q,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,KUT,UGKO,Asia/Tbilisi,14400,+04,,False,,,,Kutaisi International Airport,42.169998,42.48,Georgia,GE,82,Kutaisi,True,Europe/Vilnius,7200,EET,Eastern European Time,False,C,,,,1702058700,1702073400,,,,,,,,,,2023-12-09 00:10:00
,5444554387,LO773,,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,E90,,,,,,,,,,,,,,,,,LOT,LO,LOT,LOT,WAW,EPWA,Europe/Warsaw,3600,CET,Central European Time,False,,,,Warsaw Chopin Airport,52.165749,20.967119,Poland,PL,176,Warsaw,True,Europe/Vilnius,7200,EET,Eastern European Time,False,C,,,,1702072500,1702076400,,,,,,,,,,2023-12-09 01:00:00
,5444682408,W68052,,,,False,Scheduled,,,False,scheduled,arrival,gray,,,,320,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,MXP,LIMC,Europe/Rome,3600,CET,Central European Time,False,1,,,Milan Malpensa Airport,45.6306,8.728111,Italy,IT,109,Milan,True,Europe/Vilnius,7200,EET,Eastern European Time,False,A,,,,1702069200,1702078800,,,,,,,,,,2023-12-09 01:40:00
